"weekly",12,457,1,1,2,0,0,0,2.609,2.1799,12.70614,0,1.76,"LOCALLY_SOLVED","OK","1039.265167;1041.773265;1043.235112;1044.087152;1044.583764;1044.873214;1045.041921;1045.140252;1045.197564;1045.230969;1045.250439;1045.261787;1045.268401","1092.0;1085.0;1078.0;1071.0;1064.0;1057.0;1050.0;1043.0;1092.0;1085.0;1078.0;1071.0;1064.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",73,487,2,1,0,0,0,0,5.9009,1.0592,102.078189,0,0.83,"LOCALLY_SOLVED","OK","1904.763277;1882.662273;1868.330617;1852.597443;1833.554831;1815.137342;1798.129323;1780.843004;1762.956496;1745.193669;1727.686378;1710.124209;1692.453261","1930.0;1927.0;1927.0;1907.0;1906.0;1903.0;1903.0;1902.0;1897.0;1897.0;1896.0;1893.0;1892.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",38,510,0,1,0,0,0,0,1.9164,1.618,36.144126,0,0.26,"LOCALLY_SOLVED","OK","3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8;3088.8","3050.13;2991.26;2966.63;3079.93;3027.55;3046.13;3052.31;3028.4;3042.15;3060.21;3044.19;3005.94;2999.31","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",174,379,2,1,3,0,0,0,0.5557,0.975,16.014365,0,3.34,"LOCALLY_SOLVED","OK","2812.311233;2820.319963;2819.621491;2811.854486;2809.785088;2816.353824;2820.602378;2815.92373;2810.291707;2812.709704;2818.847845;2818.73068;2812.924538","2822.634;2821.43;2817.06;2780.74;2789.52;2808.83;2796.61;2788.11;2823.77;2797.97;2834.5;2830.6;2835.47","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",71,487,0,1,4,0,0,0,5.6841,0.8491,122.652263,0,1.56,"LOCALLY_SOLVED","OK","1911.117925;1888.278014;1873.414333;1858.27079;1839.839187;1821.407583;1802.975979;1784.544375;1766.112771;1747.681167;1729.249563;1710.817959;1692.386355","1930.0;1927.0;1927.0;1907.0;1906.0;1903.0;1903.0;1902.0;1897.0;1897.0;1896.0;1893.0;1892.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",70,484,4,1,1,0,0,0,1.1744,0.9292,33.011346,0,2.24,"LOCALLY_SOLVED","OK","2606.519477;2599.812858;2595.946007;2594.86465;2593.284609;2590.89615;2588.675677;2586.983615;2585.492144;2584.002436;2582.577845;2581.295566;2580.136917","2612.74;2607.29;2583.84;2601.24;2597.5;2591.6;2648.13;2649.71;2654.19;2655.63;2614.58;2613.64;2614.93","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",217,446,2,1,1,0,0,0,1.5279,0.4716,312.329142,0,2.42,"LOCALLY_SOLVED","OK","9818.501661;9806.872393;9789.6527;9782.64685;9776.706678;9773.549101;9771.32234;9770.007215;9769.140963;9768.607886;9768.26575;9768.051828;9767.915887","9877.09;9890.943;9890.0;9800.0;9897.0;9700.0;9000.0;9700.0;9907.7;9907.0;9700.0;9910.0;9900.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",218,457,3,1,1,0,0,0,2.9212,0.9898,281.730272,0,2.6,"LOCALLY_SOLVED","OK","9873.222748;9864.047299;9858.967203;9847.535013;9844.14582;9842.069143;9839.776903;9838.783679;9838.160379;9837.649096;9837.379664;9837.209268;9837.087369","9932.821;9936.393;9000.0;9700.0;9943.0;9700.0;9940.001;9700.0;9948.552;9951.79;9000.0;9945.0;9000.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",219,578,0,1,2,0,0,0,1.88,1.5764,12.717504,0,1.28,"LOCALLY_SOLVED","OK","1051.617423;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998;1052.575998","1091.0;1084.0;1077.0;1070.0;1063.0;1056.0;1092.0;1085.0;1078.0;1071.0;1064.0;1057.0;1050.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",69,504,4,2,2,0,0,0,2.0641,3.6351,39.291312,0,1.8,"LOCALLY_SOLVED","OK","6900.303427;6891.35576;6880.670847;6875.878136;6865.631539;6856.12466;6847.020805;6839.457776;6830.768401;6821.869769;6813.187579;6804.98746;6796.578686","6930.32;6983.87;7009.79;7004.0;7003.5;6971.28;7036.53;7049.97;7035.15;6965.37;6967.94;6962.49;6960.41","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",93,644,5,1,1,0,0,0,0.5127,0.8148,10.99024,0,1.44,"LOCALLY_SOLVED","OK","1740.845995;1737.728577;1733.138036;1736.18354;1741.560588;1742.168187;1739.311813;1739.763727;1743.722927;1745.848325;1744.797735;1744.412248;1746.78329","1748.563;1753.833;1740.646;1741.955;1753.649;1760.835;1747.62;1745.674;1751.342;1758.483;1747.428;1749.617;1753.035","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",131,644,3,2,2,0,0,0,0.2651,0.5189,11.030538,0,1.6,"LOCALLY_SOLVED","OK","2153.689207;2152.161703;2150.558306;2152.042776;2154.532844;2155.337316;2155.342868;2156.042825;2157.374707;2158.429969;2159.092491;2159.81546;2160.77454","2161.865;2166.713;2152.117;2152.923;2163.772;2170.279;2156.83;2153.923;2159.431;2164.374;2153.369;2154.844;2158.018","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",118,644,5,1,1,0,0,0,0.5122,0.814,10.986736,0,1.92,"LOCALLY_SOLVED","OK","1740.155455;1737.046333;1732.429787;1735.482392;1740.885782;1741.514635;1738.645396;1739.074378;1743.045107;1745.198315;1744.151745;1743.742774;1746.106232","1747.852;1753.13;1739.954;1741.265;1752.962;1760.145;1746.934;1744.992;1750.66;1757.801;1746.75;1748.939;1752.358","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",106,644,3,2,2,0,0,0,0.2648,0.5188,11.027947,0,2.26,"LOCALLY_SOLVED","OK","2154.765251;2153.257293;2151.688979;2153.168989;2155.638929;2156.436762;2156.457657;2157.166626;2158.493332;2159.541772;2160.207551;2160.936787;2161.896923","2162.966;2167.806;2153.199;2154.003;2164.848;2171.359;2157.906;2154.995;2160.496;2165.439;2154.43;2155.905;2159.078","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",58,661,5,1,0,0,0,0,7.5905,3.3055,80.810606,0,1.48,"LOCALLY_SOLVED","OK","3430.035177;3507.900714;3467.13324;3474.078161;3472.585022;3434.826246;3458.75009;3449.212163;3447.616854;3466.550883;3452.089548;3459.483935;3460.702799","3485.0;3651.0;3681.0;3704.0;3737.0;3907.0;3747.0;3820.0;3842.0;3649.0;3414.0;3116.0;2984.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",14,721,0,1,2,0,0,0,2.6534,2.2844,28.161635,0,1.14,"LOCALLY_SOLVED","OK","2418.690953;2412.297665;2414.618159;2416.938654;2419.259149;2421.579643;2423.900138;2426.220633;2428.541127;2430.861622;2433.182116;2435.502611;2437.823106","2341.516;2407.573;2435.3;2361.92;2310.927;2322.117;2408.718;2476.214;2361.203;2393.436;2552.503;2554.351;2500.651","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",171,644,5,1,1,0,0,0,1.2243,2.2569,33.088776,0,2.7,"LOCALLY_SOLVED","OK","6066.490244;6052.474838;6040.932525;6048.139255;6057.939701;6055.717459;6049.157639;6048.829784;6053.218481;6054.513078;6052.026934;6050.560961;6051.812511","6104.414;6112.22;6095.08;6100.62;6117.27;6120.08;6088.19;6084.55;6119.76;6132.76;6176.58;6188.09;6213.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",180,644,5,1,1,0,0,0,1.0486,2.2457,34.070686,0,2.46,"LOCALLY_SOLVED","OK","7260.371562;7247.910785;7237.632056;7243.566457;7251.897549;7250.270436;7245.432899;7244.983522;7248.004217;7248.99805;7247.481577;7246.524502;7247.180463","7299.42;7307.94;7291.58;7297.69;7312.24;7315.34;7284.5;7280.26;7316.23;7330.77;7375.17;7388.38;7415.41","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",16,721,0,1,3,0,0,0,11.6839,5.2348,100.209264,0,1.04,"LOCALLY_SOLVED","OK","4412.050834;4100.172725;4174.006152;4179.538489;4185.070827;4190.603165;4196.135503;4201.667841;4207.200178;4212.732516;4218.264854;4223.797192;4229.329529","4231.0;4311.68;3848.09;4149.38;3633.49;3553.49;3743.59;4626.91;4235.48;4288.81;5601.72;5737.57;5232.13","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",37,509,3,1,3,0,0,0,1.6905,2.7173,17.879921,0,3.67,"LOCALLY_SOLVED","OK","2892.189267;2895.797192;2901.293236;2894.833779;2901.751829;2902.348751;2897.782354;2905.846186;2902.058364;2901.224768;2907.865972;2901.582227;2904.788535","2891.8;2870.0;2839.7;2925.6;2858.2;2873.3;2857.3;2832.8;2818.5;2843.0;2863.1;2838.6;2827.4","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",68,653,5,2,1,0,0,0,2.1521,4.7994,30.989248,0,2.47,"LOCALLY_SOLVED","OK","6896.620519;6881.270308;6871.918267;6865.436066;6856.150686;6844.983023;6835.107114;6826.841476;6818.398021;6809.147708;6799.928342;6791.286379;6782.864449","6925.91;6949.42;6997.28;7002.45;6998.8;6970.53;7019.43;7039.14;7041.96;6974.79;6967.61;6968.64;6957.49","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",17,721,1,2,2,0,0,0,1.9174,6.5133,35.973431,0,1.65,"LOCALLY_SOLVED","OK","12042.526815;12046.485665;12047.858877;12048.648095;12049.305413;12049.93294;12050.553738;12051.173017;12051.791952;12052.41081;12053.029651;12053.648487;12054.267322","12027.16;12027.2;12027.24;11985.62;11985.74;12432.86;12432.99;12418.26;12418.32;12418.37;12418.43;12418.49;12323.22","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",15,721,3,1,1,0,0,0,11.9194,5.1873,102.987042,0,2.58,"LOCALLY_SOLVED","OK","4356.258551;4042.327275;4214.346684;4240.225885;4173.074874;4166.973431;4189.084858;4194.903938;4194.955542;4200.393176;4207.299407;4212.689493;4217.800295","4231.0;4311.68;3848.09;4149.38;3633.49;3553.49;3743.59;4626.91;4235.48;4288.81;5601.72;5737.57;5232.13","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",173,644,1,1,5,0,0,0,8.2945,0.9814,313.640389,0,4.1,"LOCALLY_SOLVED","OK","3446.689752;3399.041485;3362.702213;3399.648056;3458.695989;3488.818372;3504.184836;3512.023798;3516.022723;3518.062712;3519.10338;3519.634261;3519.905082","3696.3;3536.5;3504.4;3481.7;3684.6;3749.7;3684.8;4354.7;3618.1;4381.4;3985.8;3381.9;3209.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",18,721,1,2,2,0,0,0,4.0123,5.3345,30.943444,0,1.76,"LOCALLY_SOLVED","OK","4315.480622;4306.978873;4292.342554;4281.274141;4268.13061;4256.193982;4243.555411;4231.325095;4218.857335;4206.527674;4194.117693;4181.754427;4169.363992","4334.57;4334.61;4334.65;4351.65;4351.77;3846.99;3954.85;3996.48;3992.55;3992.61;3992.68;3992.75;4029.96","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",74,721,3,1,0,0,0,0,20.4701,11.5416,81.271653,0,2.08,"LOCALLY_SOLVED","OK","5332.52519;4784.23605;4611.282045;4971.618468;5121.245259;5045.063289;4909.589862;4909.887539;4970.551906;5000.114418;4977.90623;4955.437269;4956.798712","4494.5;3936.22;4013.09;3951.31;3701.88;3380.45;3652.31;3893.49;4156.82;4353.71;4927.72;5405.49;6528.25","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",13,721,1,1,5,0,0,0,4.0137,4.3688,22.460771,0,4.49,"LOCALLY_SOLVED","OK","2476.325021;2465.44075;2458.37978;2477.920315;2482.619692;2478.928636;2481.827722;2479.550678;2481.339148;2479.93442;2481.037743;2480.171155;2480.851804","2373.445;2373.105;2453.974;2390.353;2324.83;2337.239;2375.971;2398.802;2350.108;2363.517;2484.652;2558.814;2653.311","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",75,721,3,2,2,0,0,0,2.5583,2.1429,292.689028,0,3.05,"LOCALLY_SOLVED","OK","24099.424522;24312.895605;24514.103904;24625.328459;24716.586758;24793.875519;24877.471099;24963.583488;25052.932393;25142.51667;25232.208882;25321.52133;25410.723803","23442.9;23935.8;24274.4;23870.6;23235.6;23930.5;25498.8;25416.7;23773.6;25931.8;25269.5;24984.5;25674.5","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",79,721,2,1,2,0,0,0,17.6292,3.081,90.791667,0,2.65,"LOCALLY_SOLVED","OK","1490.912865;1508.650538;1492.021151;1457.274438;1420.782691;1394.081473;1381.987459;1383.351303;1393.356516;1406.167396;1417.016136;1423.285661;1424.591699","1560.0;1720.0;1770.0;1820.0;1860.0;1930.0;1790.0;1660.0;1620.0;1600.0;1590.0;1640.0;1670.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",81,721,5,2,1,0,0,0,3.3479,3.3706,243.651389,0,1.76,"LOCALLY_SOLVED","OK","24518.926688;24723.795153;24775.644605;24967.86351;25006.899582;25122.757688;25188.675207;25293.211493;25374.297518;25477.165387;25566.312158;25664.15541;25754.858028","23057.9;24044.6;23942.2;23970.5;23519.0;23811.9;24756.7;24982.2;24388.4;24379.1;25518.2;24728.0;25659.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",85,721,1,1,1,0,0,0,2.1292,6.4319,57.6375,0,1.97,"LOCALLY_SOLVED","OK","17243.187254;17227.603616;17213.970133;17202.042761;17191.607995;17182.479048;17174.492508;17167.505414;17161.392693;17156.044925;17151.366383;17147.27332;17143.692468","17289.0;17312.0;17335.0;17364.0;17429.0;17501.0;17567.0;17632.0;17683.0;17718.0;17753.0;17791.0;17808.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",255,721,2,1,0,0,0,0,2.4914,2.8986,16.2375,0,1.37,"LOCALLY_SOLVED","OK","1918.608807;1917.462369;1917.467228;1917.735029;1917.915541;1917.976184;1917.975667;1917.961325;1917.951716;1917.948509;1917.94855;1917.949318;1917.949829","1901.0;1898.0;1895.0;1884.0;1878.0;1866.0;1830.0;1829.0;1849.0;1870.0;1872.0;1874.0;1875.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",258,721,0,1,0,0,0,0,5.1789,5.4278,19.563056,0,0.49,"LOCALLY_SOLVED","OK","2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5;2125.5","2097.4;2102.3;2087.1;2130.7;2087.5;2024.5;1983.4;1973.8;1998.2;1975.9;1931.8;1928.8;1940.1","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",86,721,2,1,2,0,0,0,2.2832,6.6235,60.005556,0,2.31,"LOCALLY_SOLVED","OK","17252.374496;17231.667548;17212.252007;17194.847362;17179.744411;17166.964406;17156.36956;17147.737972;17140.812895;17135.333797;17131.054785;17127.754428;17125.239922","17297.0;17320.0;17344.0;17385.0;17454.0;17522.0;17601.0;17661.0;17696.0;17731.0;17766.0;17801.0;17791.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",257,721,5,2,0,0,0,0,0.2528,0.376,27.106806,0,1.2,"LOCALLY_SOLVED","OK","4018.162475;4018.77682;4019.529949;4020.309604;4020.941982;4021.574283;4022.241009;4022.923614;4023.615069;4024.291165;4024.954549;4025.625065;4026.300702","4017.6;4017.9;4018.2;4018.8;4024.6;4026.8;4037.0;4037.9;4039.9;4041.8;4044.2;4044.3;4044.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",80,721,4,1,2,0,0,0,10.2794,1.7099,100.319444,0,3.44,"LOCALLY_SOLVED","OK","1571.390657;1579.724409;1567.24931;1548.281145;1530.591135;1519.666597;1517.753266;1524.655963;1538.185757;1555.000738;1571.451631;1584.374986;1591.671359","1720.0;1760.0;1810.0;1840.0;1950.0;1820.0;1670.0;1620.0;1600.0;1580.0;1640.0;1660.0;1760.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",77,721,1,1,5,0,0,0,13.6986,3.1977,183.506292,0,4.58,"LOCALLY_SOLVED","OK","3686.959918;3922.454168;3912.435315;3951.569151;3864.102857;3940.454612;3873.805047;3931.985302;3881.198143;3925.531663;3886.831703;3920.613972;3891.124492","3977.66;4541.82;5291.64;4690.9;4198.24;4610.46;4725.98;4681.88;3926.7;3826.87;4457.07;4650.71;4440.09","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",78,721,3,1,3,0,0,0,21.4508,3.8289,224.641931,0,4.98,"LOCALLY_SOLVED","OK","3785.269021;3704.1764;3676.929897;3600.104284;3586.217836;3516.969125;3510.007189;3450.769299;3445.965942;3398.05248;3392.314807;3355.90945;3347.639283","3923.9;4525.96;5268.49;4149.73;4106.37;4300.7;4930.68;4726.57;3929.57;4190.49;4428.39;4249.56;4221.58","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",260,721,0,1,2,0,0,0,23.607,0.3202,538.381944,0,1.67,"LOCALLY_SOLVED","OK","581.931398;568.769479;557.111092;545.452705;533.794319;522.135932;510.477546;498.819159;487.160772;475.502386;463.843999;452.185613;440.527226","583.0;503.0;527.0;504.0;643.0;523.0;522.0;1437.0;464.0;626.0;475.0;785.0;966.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",188,824,0,1,0,0,0,0,1.6249,0.5152,69.732685,0,0.69,"LOCALLY_SOLVED","OK","2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0;2240.0","2235.0;2247.0;2197.0;2225.0;2192.0;2240.0;2149.0;2191.0;2159.0;2176.0;2252.0;2201.0;2227.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",54,824,1,2,1,0,0,0,0.914,0.4829,46.501823,0,1.56,"LOCALLY_SOLVED","OK","2483.426787;2480.925832;2479.659967;2478.768697;2477.991039;2477.247839;2476.51509;2475.78551;2475.056892;2474.328565;2473.600327;2472.872116;2472.143912","2483.0;2491.0;2474.0;2491.0;2483.0;2460.0;2473.0;2448.0;2429.0;2411.0;2434.0;2445.0;2439.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",262,721,3,2,0,0,0,0,0.5873,2.097,12.243671,0,1.88,"LOCALLY_SOLVED","OK","4390.144175;4385.128505;4372.726352;4369.899614;4371.744163;4367.869109;4359.920308;4356.270005;4355.185166;4351.599697;4345.823937;4341.950436;4339.448788","4382.033;4394.197;4378.668;4378.375;4378.166;4390.312;4401.788;4382.618;4382.058;4401.802;4397.108;4379.233;4378.908","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",261,721,4,1,0,0,0,0,1.0073,0.6061,77.099028,0,2.13,"LOCALLY_SOLVED","OK","4709.044791;4665.922193;4655.407931;4659.79476;4675.99998;4663.722547;4662.55997;4663.700193;4667.898826;4664.341241;4664.44185;4664.674248;4665.764425","4687.3;4661.5;4573.9;4712.8;4699.2;4555.3;4629.3;4557.9;4714.0;4676.1;4633.5;4639.5;4603.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",256,721,1,1,3,0,0,0,12.9621,2.6063,129.33,0,3.1,"LOCALLY_SOLVED","OK","2699.136989;2717.307821;2715.184516;2716.20927;2718.240175;2720.592655;2723.047914;2725.536022;2728.034629;2730.536591;2733.039626;2735.543003;2738.046491","2932.0;2986.0;2914.5;3028.8;3291.8;2001.3;2192.4;2057.1;2318.1;2584.8;2583.4;2598.3;2704.1","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",190,824,0,1,2,0,0,0,2.212,0.9295,10.383055,0,0.92,"LOCALLY_SOLVED","OK","446.372641;445.526127;444.380537;443.234947;442.089357;440.943767;439.798177;438.652587;437.506997;436.361407;435.215817;434.070227;432.924637","456.685501;460.72044;453.868632;441.865168;445.577063;453.082277;437.662356;439.881911;430.345159;426.042074;419.636498;411.380085;418.566331","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",187,824,2,1,0,0,0,0,2.3604,1.8753,11.711665,0,2.01,"LOCALLY_SOLVED","OK","919.16974;917.969925;917.271454;917.050199;916.940652;916.901852;916.884245;916.877607;916.874735;916.873614;916.873142;916.872954;916.872876","942.8;948.4;944.3;940.1;945.4;960.0;936.4;939.7;939.3;934.4;920.4;913.7;937.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",194,824,0,1,2,0,0,0,10.1879,1.2573,38.196273,0,1.34,"LOCALLY_SOLVED","OK","478.993305;474.439759;469.605357;464.770955;459.936552;455.10215;450.267748;445.433345;440.598943;435.764541;430.930138;426.095736;421.261334","483.26481;501.30087;495.69513;505.966605;490.018459;506.016419;506.059303;488.243623;494.494998;507.554868;508.900208;491.403635;498.588915","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",191,824,0,1,2,0,0,0,10.2559,2.7036,263.90585,0,1.83,"LOCALLY_SOLVED","OK","6509.582787;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549;6518.186549","6635.2293;6711.3531;6879.4553;7031.4599;7280.6471;7287.6782;7199.4766;7075.0888;7495.1075;7853.2658;7738.1914;7432.3491;7384.1148","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",193,824,2,1,0,0,0,0,2.2257,1.3282,99.164318,0,1.78,"LOCALLY_SOLVED","OK","6002.038538;5957.994399;5950.554614;5958.485868;5960.49583;5959.116501;5958.629171;5958.859001;5958.969527;5958.933371;5958.909469;5958.914681;5958.91966","5897.9498;5780.9284;5693.2279;5734.5912;5836.8002;5884.0807;5840.0028;5820.8905;5977.0669;6176.512;6055.0658;6023.6219;6056.9425","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",195,824,1,1,2,0,0,0,4.7988,1.5621,29.441577,0,2.35,"LOCALLY_SOLVED","OK","938.397605;927.52637;933.846103;930.172277;932.307968;931.066435;931.788171;931.368607;931.612511;931.470723;931.553148;931.505232;931.533087","984.43264;1007.22011;977.57691;956.13304;989.18684;978.19025;972.65437;932.85298;995.85932;965.36357;978.65649;978.76934;995.1377","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
"weekly",196,824,1,1,1,0,0,0,5.7483,3.0164,186.045574,0,2.31,"LOCALLY_SOLVED","OK","9567.70524;9514.82977;9481.713592;9460.972761;9447.982672;9439.846914;9434.751446;9431.560129;9429.561391;9428.309571;9427.525549;9427.034513;9426.726974","9829.0437;9985.4137;10293.6715;10359.0839;9848.4779;9843.3371;9851.5289;10083.1847;9901.8945;10063.8348;9912.0124;9947.1883;10295.3118","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_weekly_moi148.csv"
