"quarterly",7405,35,0,1,1,0,0,0,28.6301,1.2966,402.741935,0,0.32,"LOCALLY_SOLVED","OK","1556.989303;1576.14514;1595.300977;1614.456814;1633.612651;1652.768488;1671.924324;1691.080161","1163.0;1245.0;2223.0;1332.0;1398.0;1371.0;3060.0;2328.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17043,70,1,1,1,0,0,0,13.4282,1.3054,1100.0,0,1.48,"LOCALLY_SOLVED","OK","9012.659749;9319.287431;9502.684967;9612.377139;9677.985286;9717.226272;9740.696756;9754.734722","8700.0;9700.0;9800.0;11300.0;11900.0;12800.0;12100.0;10900.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",3333,46,0,1,0,0,0,0,18.4153,0.9799,897.816214,0,0.16,"LOCALLY_SOLVED","OK","5240.331;5240.331;5240.331;5240.331;5240.331;5240.331;5240.331;5240.331","4735.198;4275.937;4406.08;4101.592;4309.383;4566.733;4165.514;4323.923","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20150,33,1,0,0,0,0,0,10.1394,0.9333,806.64069,0,0.19,"LOCALLY_SOLVED","OK","8790.162905;8411.922265;8166.326853;8006.859308;7903.315444;7836.083383;7792.428936;7764.08367","9014.48;8829.63;7532.6;7589.4;7417.78;6879.16;6155.46;6514.27","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13384,172,1,1,0,2,0,0,2.2046,0.323,77.951726,0,3.49,"LOCALLY_SOLVED","OK","1129.262575;1171.823652;1194.080164;1199.831301;1175.319249;1211.92403;1228.78982;1229.828422","1034.589;1163.272;1171.755;1217.294;1199.149;1224.727;1239.275;1241.118","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",8249,83,0,1,2,2,0,0,25.2766,4.0978,558.987342,0,2.47,"LOCALLY_SOLVED","OK","9736.419799;8690.743784;9447.768232;9193.063019;10377.1463;10665.180172;11664.997694;10969.57185","8180.0;8270.0;7680.0;6960.0;7650.0;7590.0;8340.0;7750.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17423,70,0,1,1,0,0,0,6.6949,1.3899,257.121212,0,0.82,"LOCALLY_SOLVED","OK","5200.539157;5200.539157;5200.539157;5200.539157;5200.539157;5200.539157;5200.539157;5200.539157","4860.0;4890.0;5070.0;5280.0;5520.0;5750.0;5710.0;5820.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",17031,70,1,0,0,0,0,0,54.8729,0.4452,1131.969697,0,0.36,"LOCALLY_SOLVED","OK","933.165148;1112.979109;1202.010396;1246.092458;1267.918809;1278.72569;1284.076502;1286.725849","630.0;590.0;690.0;540.0;1070.0;510.0;950.0;600.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6831,67,0,1,0,0,0,1,8.9256,1.9484,251.861778,0,0.44,"LOCALLY_SOLVED","OK","5074.516816;5085.276394;5145.431667;5203.891341;5253.85119;5303.811039;5353.770888;5403.730737","5400.78;5494.372;5625.54;5747.36;5967.648;5680.468;5802.084;6031.819","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",22578,70,1,1,0,0,0,0,7.6029,2.0918,380.30303,0,0.74,"LOCALLY_SOLVED","OK","9914.782609;9878.47259;9863.001364;9856.409277;9853.600475;9852.40368;9851.893742;9851.676464","9900.0;9800.0;10200.0;10400.0;10900.0;11200.0;11300.0;11400.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6062,98,0,0,0,0,1,0,2.5842,1.1995,173.829787,0,0.43,"LOCALLY_SOLVED","OK","7681.489362;7941.489362;7891.489362;7501.489362;7842.978723;8102.978723;8052.978723;7662.978723","7710.0;8110.0;7930.0;7760.0;8060.0;8780.0;8000.0;7890.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",4968,70,1,1,0,0,0,0,41.7813,0.4242,2381.666667,0,0.58,"LOCALLY_SOLVED","OK","1690.382321;1684.992692;1687.790535;1686.338129;1687.092096;1686.7007;1686.90388;1686.798406","1890.0;1430.0;1760.0;2470.0;3510.0;2820.0;3710.0;3480.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",23612,26,0,1,0,0,0,0,3.9621,1.376,31.954545,0,0.17,"LOCALLY_SOLVED","OK","1109.16;1115.32;1121.48;1127.64;1133.8;1139.96;1146.12;1152.28","1093.0;1106.0;1093.0;1093.0;1080.0;1075.0;1075.0;1079.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20116,85,2,0,0,0,1,1,6.4988,1.542,43.083951,0,3.28,"LOCALLY_SOLVED","OK","1001.414877;925.939536;1036.778192;965.368461;1012.653611;937.20941;1046.335705;973.011456","1077.2;981.8;1111.9;1030.9;1095.6;1002.9;1105.6;1024.3","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",3534,113,0,1,0,1,0,0,34.2367,5.0172,1001.076083,0,1.53,"LOCALLY_SOLVED","OK","12252.638815;11746.196347;11311.564537;11333.480668;11097.127001;10856.252423;10649.532489;10659.956257","12230.034;11054.11;14144.202;14480.347;16836.053;18460.969;19608.993;21843.165","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",8346,115,1,1,3,1,0,2,2.2872,0.8139,144.007671,0,4.61,"LOCALLY_SOLVED","OK","5162.799806;5126.302443;5055.673064;5070.733302;5048.75392;5064.364417;5105.383214;5185.324627","4866.977031;5125.886445;5055.817878;5164.134358;5089.349394;5316.145299;5287.209892;5259.044132","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",21400,56,0,1,0,0,0,1,5.7344,0.8404,529.465385,0,0.34,"LOCALLY_SOLVED","OK","7392.415546;7575.095468;7717.614986;7831.867819;7909.348551;7986.829284;8064.310017;8141.790749","7486.1;7470.1;7618.5;7272.6;7009.8;7483.1;7470.8;8847.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15563,73,0,1,1,0,0,0,4.7772,0.8137,648.211594,0,0.97,"LOCALLY_SOLVED","OK","11404.063222;11404.063222;11404.063222;11404.063222;11404.063222;11404.063222;11404.063222;11404.063222","11130.5;11174.1;10729.3;10463.6;10318.4;11002.6;10946.3;11247.9","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13281,39,0,1,0,0,0,2,3.4514,0.8354,145.417143,0,0.66,"LOCALLY_SOLVED","OK","3347.154594;3402.92425;3397.227621;3409.77896;3427.246531;3457.918753;3473.506307;3490.318861","3409.3;3424.2;3487.5;3530.9;3548.0;3599.6;3664.8;3713.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",1223,39,0,1,0,0,0,1,11.5673,1.7125,747.542857,0,0.53,"LOCALLY_SOLVED","OK","11097.171767;11259.550236;11517.120651;11654.783723;11789.638123;11924.492524;12059.346924;12194.201325","10975.0;10643.0;10488.0;10407.0;10293.0;10190.0;10086.0;10173.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",7400,35,0,1,0,0,0,0,27.2925,0.2985,1478.387097,0,0.2,"LOCALLY_SOLVED","OK","1580.0;1580.0;1580.0;1580.0;1580.0;1580.0;1580.0;1580.0","1490.0;1280.0;3000.0;1250.0;870.0;1110.0;1480.0;1690.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",7954,33,1,1,0,1,0,0,2.2674,0.3687,541.206897,0,0.3,"LOCALLY_SOLVED","OK","8336.713121;8534.116273;8743.371468;8721.810758;9106.875868;9266.660201;9432.193539;9490.670628","8504.0;8249.0;8358.0;8656.0;8860.0;9072.0;9457.0;9717.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",9324,118,1,0,0,2,1,1,9.466,2.6295,354.982456,0,2.08,"LOCALLY_SOLVED","OK","9281.406019;8886.35812;9201.04664;9220.278381;9362.809968;8968.940614;9252.903805;9265.868773","9571.0;9131.0;9489.0;9895.0;10766.0;10151.0;10871.0;11033.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",18142,71,0,1,1,0,0,0,7.2116,0.5178,350.597015,0,0.78,"LOCALLY_SOLVED","OK","2419.413323;2419.413323;2419.413323;2419.413323;2419.413323;2419.413323;2419.413323;2419.413323","2390.0;2680.0;2570.0;2720.0;2680.0;2300.0;2590.0;2580.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13197,25,0,1,0,0,0,0,2.6002,0.4162,405.576301,0,0.19,"LOCALLY_SOLVED","OK","6622.69353;6622.69353;6622.69353;6622.69353;6622.69353;6622.69353;6622.69353;6622.69353","6603.107529;6182.016763;6225.194355;6567.031044;6636.260011;6545.972;6816.681244;6469.927615","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5490,271,3,2,2,1,0,2,1.3011,0.7808,223.805243,0,18.17,"LOCALLY_SOLVED","OK","12979.921014;13037.672485;13088.477266;13177.475401;13304.637327;13505.069506;13665.42875;13781.266916","13045.0;13127.0;13274.0;13444.0;13628.0;13716.0;13780.0;13924.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5112,242,0,1,0,1,1,1,0.4545,0.2722,81.594622,0,7.63,"LOCALLY_SOLVED","OK","4834.604003;4925.335626;4810.393489;4765.61236;4925.670749;5014.342486;4898.899803;4855.352533","4843.62;4966.69;4815.57;4812.63;4977.49;5013.3;4892.84;4871.56","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",9953,37,0,2,1,0,0,0,3.7437,0.6797,89.336364,0,0.33,"LOCALLY_SOLVED","OK","1503.612571;1536.225142;1568.837713;1601.450284;1634.062856;1666.675427;1699.287998;1731.900569","1496.4;1510.0;1539.7;1570.2;1570.9;1579.4;1587.6;1602.1","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5199,102,2,1,2,1,0,2,135.561,5.1246,1785.37551,1,5.15,"LOCALLY_SOLVED","OK","188.889093;6386.061037;4415.032755;4626.265692;-788.444826;2387.028257;432.907735;1909.212741","5803.7;21825.0;7372.5;13244.5;14361.6;13566.6;9043.2;7534.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",16085,122,1,0,0,2,1,0,4.4798,1.6119,160.101695,0,1.52,"LOCALLY_SOLVED","OK","4886.65666;6285.230768;4779.577722;5120.4521;5133.788284;6517.999067;4989.396951;5272.394207","4947.0;6558.0;4896.0;5262.0;5428.0;7128.0;5205.0;5626.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6289,267,0,2,1,2,0,0,0.4666,0.312,216.089734,0,7.23,"LOCALLY_SOLVED","OK","13991.895012;14125.672609;14208.628807;14330.384392;14482.576344;14573.187335;14649.591571;14767.934663","14004.3364;14101.754;14265.0008;14459.882;14530.954;14419.2937;14567.8174;14734.9191","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",12658,137,0,1,1,0,0,2,22.1607,1.0871,2272.858647,0,4.31,"LOCALLY_SOLVED","OK","11885.123615;12071.781797;9741.131903;13151.440142;11727.056997;11676.099834;12623.042612;11016.837068","7045.5;13057.4;7939.5;11163.4;10535.6;14335.5;16668.9;8761.8","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",21494,96,0,1,2,0,0,0,4.2828,1.401,285.455469,0,1.23,"LOCALLY_SOLVED","OK","8886.77991;8959.055921;9014.165146;9069.274372;9124.383597;9179.492822;9234.602047;9289.711273","9384.552833;9705.083594;9157.290141;9468.294193;9690.006812;9293.997443;9893.884056;9363.716619","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",8938,103,0,1,0,0,0,1,19.0631,2.5075,875.979798,0,0.98,"LOCALLY_SOLVED","OK","12279.715756;12410.938994;12649.141683;12576.703023;12677.580769;12778.458515;12879.33626;12980.214006","10111.0;10644.0;10840.0;11042.0;10622.0;10556.0;10222.0;9623.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20675,118,2,0,2,2,0,0,10.2181,1.0538,884.473684,0,3.28,"LOCALLY_SOLVED","OK","10005.746212;9486.593273;8993.759986;8680.431022;8377.00663;8182.917322;8108.192176;8088.920178","10250.0;9690.0;10630.0;10020.0;9540.0;8980.0;8830.0;9440.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",9773,106,1,1,0,0,0,0,26.403,3.932,194.756863,0,0.51,"LOCALLY_SOLVED","OK","2350.92668;2379.227701;2394.767313;2414.360597;2432.666228;2451.380884;2469.965612;2488.591612","2515.9;2632.3;3003.7;3242.0;3460.5;3420.6;3618.5;3614.6","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",4878,74,0,1,0,1,0,0,11.135,1.6985,606.857143,0,0.86,"LOCALLY_SOLVED","OK","10106.622293;9946.124775;10063.244585;9876.720443;9857.904188;9788.284045;9839.087933;9758.178037","9960.0;9310.0;8390.0;8870.0;8710.0;8220.0;8500.0;9030.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20921,96,0,0,1,0,1,1,9.875,1.4264,101.320473,0,1.37,"LOCALLY_SOLVED","OK","1351.707132;1406.796744;1383.425638;1631.788492;1369.723766;1432.679773;1409.308666;1657.671521","1265.624057;1653.635956;1355.436493;1447.078446;1117.486319;1532.273231;1453.714334;1872.032345","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13643,39,1,0,0,0,0,0,7.1569,0.8813,108.208571,0,0.21,"LOCALLY_SOLVED","OK","1353.093415;1351.312522;1349.994645;1349.019405;1348.297719;1347.763665;1347.36846;1347.076005","1381.4;1562.3;1338.4;1318.6;1287.3;1204.7;1210.2;1206.7","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15943,122,2,0,1,1,1,1,0.8096,0.3136,209.427966,0,5.26,"LOCALLY_SOLVED","OK","7625.041562;8169.847642;8406.101738;7990.463423;7844.038984;8366.257759;8653.061231;8215.434862","7731.7;8155.0;8491.1;8056.7;7935.2;8504.5;8656.2;8235.5","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",7811,99,0,1,0,0,0,0,22.6211,4.279,927.789474,0,0.29,"LOCALLY_SOLVED","OK","14226.938776;14343.877551;14460.816327;14577.755102;14694.693878;14811.632653;14928.571429;15045.510204","14390.0;15220.0;16680.0;18240.0;19400.0;20370.0;21590.0;22960.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",3430,53,0,1,0,0,0,0,12.2992,0.7047,644.685306,0,0.39,"LOCALLY_SOLVED","OK","3626.2;3626.2;3626.2;3626.2;3626.2;3626.2;3626.2;3626.2","3850.59;3063.22;3182.8;3548.87;3565.92;2926.55;3868.79;4950.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",3888,126,3,1,3,0,0,2,6.4354,1.81,164.803279,0,7.3,"LOCALLY_SOLVED","OK","4127.225795;4192.210805;4201.988466;4267.269377;4409.885669;4579.702461;4721.794981;4811.55008","4174.0;4342.0;4451.0;4671.0;4921.0;5047.0;5067.0;5025.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",19112,56,0,0,0,0,1,2,20.2759,1.4993,906.307692,0,0.9,"LOCALLY_SOLVED","OK","5637.254457;4504.857346;4722.292903;7108.278618;5609.842583;4859.248015;4570.683679;7070.47812","4911.0;3803.0;4980.0;11318.0;4809.0;5223.0;6404.0;9048.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",8548,96,0,1,0,0,0,0,14.9837,0.127,2156.304348,0,0.62,"LOCALLY_SOLVED","OK","1670.0;1670.0;1670.0;1670.0;1670.0;1670.0;1670.0;1670.0","1580.0;1590.0;1870.0;2010.0;1970.0;2020.0;2060.0;2110.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",15917,56,0,0,1,0,1,1,6.6404,1.1128,216.518737,0,0.54,"LOCALLY_SOLVED","OK","3559.543971;3460.815477;4209.870026;3821.675722;3554.462912;3420.71477;4169.769318;3781.575014","3214.45825;3375.36912;4059.68549;3861.30272;3240.5697;3572.28494;3657.34071;3452.29415","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",3904,126,0,1,1,0,1,1,2.7519,0.9226,173.180328,0,1.72,"LOCALLY_SOLVED","OK","5258.227991;5506.138028;5536.889325;5627.382211;5466.358719;5714.268757;5745.020053;5835.512939","5280.0;5740.0;5561.0;5690.0;5523.0;6094.0;5978.0;6102.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",1809,94,0,1,3,0,0,0,1.7445,0.5656,46.911111,0,1.56,"LOCALLY_SOLVED","OK","1497.034508;1505.089967;1520.454988;1531.616476;1542.777963;1553.939451;1565.100938;1576.262426","1492.0;1498.0;1519.0;1474.0;1489.0;1500.0;1546.0;1562.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",6276,67,1,1,0,0,0,0,3.3357,0.6846,83.16527,0,0.63,"LOCALLY_SOLVED","OK","1757.945606;1759.534161;1759.074539;1759.207523;1759.169046;1759.180179;1759.176958;1759.17789","1744.36;1730.964;1742.696;1734.6;1792.64;1575.577;1665.969;1697.136","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",4003,126,0,1,1,0,0,0,17.7552,2.1928,236.311475,0,1.06,"LOCALLY_SOLVED","OK","2527.649923;2543.764577;2559.879232;2575.993886;2592.108541;2608.223195;2624.33785;2640.452504","2390.0;3720.0;2200.0;2930.0;2530.0;3790.0;2340.0;3230.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",21724,96,1,0,0,1,0,0,4.1209,1.081,86.305864,0,0.98,"LOCALLY_SOLVED","OK","2331.70971;2354.461254;2267.250213;2318.182356;2344.587569;2353.685617;2319.437042;2339.499017","2331.813789;2185.380383;2143.745608;2172.362002;2405.556435;2194.316544;2233.063723;2340.667342","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",7239,95,1,0,0,0,1,1,8.8274,0.4537,524.772747,0,3.26,"LOCALLY_SOLVED","OK","2787.245308;2764.051909;3540.165883;2757.585669;2795.899024;2770.400579;3544.823489;2761.002653","2468.86;2618.76;3586.56;2329.82;2296.31;2605.34;3295.49;2708.11","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",2886,150,2,2,3,2,0,1,7.8747,1.9454,507.931575,0,9.69,"LOCALLY_SOLVED","OK","11567.436823;11351.974591;11270.436799;11252.862909;11290.096119;11361.395641;11462.773881;11550.40245","11615.83;11334.33;11159.63;11362.32;11983.32;12887.97;13830.6;14581.36","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20120,33,1,1,0,0,0,0,3.9626,0.7324,158.297241,0,0.51,"LOCALLY_SOLVED","OK","2896.481139;2929.83496;2911.656887;2921.564068;2916.164583;2919.107341;2917.503517;2918.377613","3086.33;3058.3;2873.05;3025.39;3001.44;2810.46;2718.1;2991.85","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13111,78,1,0,1,2,1,0,1.4461,0.5888,255.540541,0,1.21,"LOCALLY_SOLVED","OK","10091.123441;10117.465794;10041.011555;10204.130159;10327.706774;10304.460126;10237.52539;10494.878647","10140.0;10140.0;9990.0;10360.0;10540.0;10470.0;10490.0;10790.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",19785,45,0,1,1,0,0,0,1.6071,0.3258,134.823902,0,0.69,"LOCALLY_SOLVED","OK","2759.304763;2759.304763;2759.304763;2759.304763;2759.304763;2759.304763;2759.304763;2759.304763","2762.57;2738.3;2708.08;2706.0;2703.95;2704.34;2703.17;2703.14","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",5348,271,0,2,0,0,0,0,0.1658,0.1245,171.685393,0,2.51,"LOCALLY_SOLVED","OK","12292.0;12395.0;12498.0;12601.0;12704.0;12807.0;12910.0;13013.0","12292.0;12392.0;12496.0;12602.0;12701.0;12781.0;12857.0;12930.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",20585,101,1,1,0,0,0,1,2.7209,0.3688,958.561856,0,0.66,"LOCALLY_SOLVED","OK","12542.120629;12661.167113;12710.850052;12741.386778;12829.712083;12932.815795;13039.698823;13147.548345","12840.5;13245.1;13136.1;13113.4;13234.4;13531.9;12977.4;13065.2","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",19155,123,0,2,2,0,0,0,10.5368,3.8476,196.762237,0,3.36,"LOCALLY_SOLVED","OK","6379.843924;6440.500204;6501.156485;6561.812765;6622.469045;6683.125325;6743.781605;6804.437886","6470.2687;6700.6811;6976.9582;7257.8315;7435.6602;7624.9287;7857.3603;8469.8846","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",11789,85,0,1,0,1,0,1,9.1032,1.4888,129.209877,0,1.7,"LOCALLY_SOLVED","OK","2057.0514;2048.844208;2122.704264;2112.45675;2168.880704;2162.541574;2219.590123;2211.675077","2323.0;2297.0;2063.0;1975.0;1975.0;1937.0;1995.0;2028.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",14956,162,1,1,1,0,0,0,6.8587,1.1607,775.886076,0,2.58,"LOCALLY_SOLVED","OK","13528.273084;13303.058861;13214.982722;13200.224023;13224.662655;13270.057159;13326.655194;13389.242916","15300.0;14010.0;11320.0;12310.0;12890.0;12790.0;13240.0;12350.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",9132,162,1,1,1,2,0,2,1.7029,0.5855,414.240506,0,6.19,"LOCALLY_SOLVED","OK","14090.449485;14134.006339;14161.396689;14253.773803;14354.851651;14449.974908;14379.799926;14454.389592","14040.0;14010.0;13980.0;13970.0;13990.0;13990.0;14670.0;14640.0","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
"quarterly",13737,39,0,1,0,0,0,0,13.4269,2.0263,81.367714,0,0.21,"LOCALLY_SOLVED","OK","1131.28;1131.28;1131.28;1131.28;1131.28;1131.28;1131.28;1131.28","1123.78;1345.99;1329.59;1351.31;1372.55;1287.18;1267.9;1275.95","A","aa68d57","clean","not_recorded","not_recorded","1.9.4","not_recorded","not_recorded","not_recorded","Windows-x86_64","m4_innov_quarterly.csv"
